clean_text,main_label,sub_label
 Under Technical Education of Kerala.,content,education
2010-12 : HSC (Higher Secondary School Certificate).,content,education
 G.V.H.S.S Cherpulassery.,content,education
2009-10 : SSLC (Secondary School Leaving Certificate).,content,education
 G.V.H.S.S Cherpulassery.,content,education
DECLARATION,header,others
I hereby declare that above furnished details are true and correct to the best of my,content,others
knowledge and belief.,content,others
Date: MUHAMMED MUSTHAFA,meta,others
Languages,header,knowledge
English,meta,knowledge
Tamil,meta,others
ADDRESS,meta,others
"Door No. 1795, 13th Main,",meta,others
"banashankari 2st Stage,",meta,others
Bangalore-560070,meta,others
PERSONAL DETAILS,header,others
Father’s Name : MUHAMMED,meta,others
Gender : Male,meta,others
Date of Birth : 03-02-1994,meta,others
Nationality : Indian,meta,others
Sabareesh Sivakumar,meta,others
Vatchala M,meta,others
"263 Melashanmugapuram Second Street,",meta,others
Tuticorin - 628 003.,meta,others
Mobile: 97868 02478,meta,others
Email: vatchalamariappan@gmail.com,meta,others
________________________________________________________________________________________________,meta,experience
Objective,header,others
Willing to work as a key player in an organization which progress dynamically and enhances my skills. To be dedicated in my work and learn from every endeavor for the amelioration of the firm and myself.,content,others
Education:,header,education
Qualification,header,education
Name of University,content,education
% of marks,content,education
MBA,content,education
"IGNOU, New Delhi",content,education
B,content,education
"B.Sc., Computer Science",content,education
"MS University, Tirunelveli",content,education
66.26,content,education
HSC,content,education
"Holy Cross Girls Hr Sec School, Tuticorin",content,education
86.25,content,education
SSLC,content,education
"Holy Cross Girls Hr Sec School, Tuticorin",content,education
89.2,content,education
Experience Summary:,header,experience
Employer,content,experience
Designation,content,experience
Duration,content,experience
"Geojit BNP Paribas Financial Services Ltd, Tuticorin",content,experience
Accounts Admin,content,experience
Sep 2010 to Till Date,content,experience
"Streta Corporate Solutions, Chennai",content,experience
Helpdesk Support,content,experience
Mar 2008 to Jul 2010,content,experience
"Mountain Spinning Mills Ltd, Tuticorin",content,experience
System Admin,content,experience
Oct 2004 to Jan 2008,content,experience
Technical Skills:,header,knowledge
Operating System,content,knowledge
Programming Languages,content,knowledge
Software,content,knowledge
"Windows, Unix, Linux",content,knowledge
"JAVA, Visual Basic",content,knowledge
"WinSCP, Putty, Active Directory",content,knowledge
Career Profile :,header,experience
Since Sep 2010 to Till Date Geojit BNP Paribas Financial Services Ltd,content,experience
Title : Accounts Admin,content,experience
Period : Sep 2010 to till date,content,experience
"Geojit Financial Services Ltd is one of the leading financial services company in India. The company is involved in the business of brokerage services, depository operations, distribution of financial products, portfolio management services, overseas operations and commodity futures. The company is the largest DP brokers and the first to start online trading in the country.",content,experience
Responsibilities :,header,experience
· Controlling credit and ensuring debtors pay on time,content,experience
· Reconciliation of direct debits and finance accounts of share trading clients,content,experience
· Ensuring all payments amounts & records of clients are accurate,content,experience
· Preparation of statutory accounts,content,experience
"· Working with journals, sales & purchase ledgers and spreadsheets",content,experience
· Controlling credit and ensuring debtors pay on time,content,experience
· Reconciliation of direct debits and finance accounts,content,experience
· Ensuring all payments amounts & records are accurate,content,experience
"· To manage accounts payable (bill payments, salaries, petty cash etc.) and receivable through cash cheque voucher in a timely manner",content,experience
· To establish and maintain fiscal files and records to document transactions,content,experience
· To maintain and reconcile cash / financial accounts,content,experience
· To enforce credit control,content,experience
· To allocate cash to different departments / divisions and ensure that the direct staff complies with it,content,experience
Since Mar 2008 to Jul 2010 Streta Corporate Solutions,content,experience
Title : Team Member - Helpdesk Support,content,experience
Period : Mar 2008 to Jul 2010,content,experience
Responsibilities :,header,experience
· Serve as the first point of contact for customers seeking technical assistance over the phone or email,content,experience
· Perform remote troubleshooting through diagnostic techniques and pertinent questions,content,experience
· Determine the best solution based on the issue and details provided by the user,content,experience
· Maintain accurate inventory of all hardware and software resources and parts,content,experience
· Direct unresolved issues to the next level of support personnel,content,experience
· Following standard service desk procedures,content,experience
· Record events and problems and their resolution in logs,content,experience
· Work with outside vendors as needed,content,experience
· Providing support for the servers by ticketing systems,content,experience
· Providing Day-to-Day support,content,experience
"Operating System : UNIX, RHEL, Windows XP / 2003 server",content,experience
Since Oct 2004 to Jan 2008 Mountain Spinning Mills Ltd,content,experience
Title : System Admin,content,experience
Period : Oct 2004 to Jan 2008,content,experience
Responsibilities :,header,experience
· Regularly evaluated servers and successfully maintained uptime of 97%,content,experience
"· Monitored and updated user groups and permissions, using Active Directory",content,experience
· Implemented more frequent backups to increase environment security,content,experience
· Installing the software and printers,content,experience
· Perform regular file archival and purge as necessary,content,experience
· Perform periodic performance reporting for capacity planning,content,experience
· Good in verbal and email communication skills,content,experience
Personal Details:,header,others
Father’s Name : C. Mariappan,meta,others
Sex : Female,meta,others
Nationality : Indian,meta,others
Marital Status : Single,meta,others
"Languages : English, Tamil",meta,knowledge
Microsoft Word - Jaydeep CV,meta,others
Jaydeep Kumar Agarwal,meta,others
"Phone: +91 8599960900, 8777287266",meta,others
Email:agarwal.jay7@gmail.com,meta,others
"Communication Address: 14/1, SovaramBsak Street, Burra Bazar, Kolkata-700007",meta,others
Education,header,education
EducationalQualifications,content,education
Examination Board/University Year Division,content,education
ICMAI INTER 2017,content,education
"B.Com (H) Ranchi University, Ranchi 2011 1st",content,education
"Class–XII Jharkhand Academic Council, Ranchi 2008 2nd",content,education
"Class–X Jharkhand Academic Council, Ranchi 2006 2nd",content,education
Experience,header,experience
PARAKH & CHOWDHURY (CA Firm),content,experience
Accountant (including Audit Assistant)November 2012-at present,content,experience
"Handled Statutory Audit of Various Private Limited Companies, Partnership Firms & Individuals",content,experience
"Ledger Scrutinyand checking of VAT Return, CST Return, Pending C Form & F Form.",content,experience
"Maintenance of Books of Accounts, Preparation & Filling of Income Tax Return, TDS Return, Service Tax Return.",content,experience
"Tax Planning & Ledger Scrutiny of Companies, Finalization of Accounts.",content,experience
Reconciliation of Bank Account.,content,experience
AnalysisofFinancialStatementsto understand thebusinesstrends,content,experience
"Preparation of Audit Report, Tax Audit Report.",content,experience
"Preparation of Individual Accounts, Company Accounts & Trusts and filling of their Return.",content,experience
"Worked in Tally ERP, Oracle, MS-Excel, Word.",content,experience
Review Of Legal & Statutory Compliance.,content,experience
Filing of GST Returns,content,experience
Majorclientshandled:,content,experience
Adani Wilmar Limited,content,experience
Golden Valley Agrotech Private Limited,content,experience
Shree Bhatter Silver Private Limited,content,experience
ExtraCurricularActivities,content,experience
Teaching Costing and Accountancy .,content,experience
Travelling Places and knowing different Cultures,content,experience
PersonalDetails,header,others
Name Jaydeep Kumar Agarwal,meta,others
"DateofBirth: 05th May, 1991",meta,others
Father Name Mr.Ashok Agarwal,meta,others
Moher Name Mrs.Sarda Devi,meta,others
Religion Hindu,meta,others
Nationality Indian,meta,others
Language: HindiandEnglish,meta,knowledge
"PermanentAddress: New Kashidih Bagan Area No. 03, H.No.32, Sakchi, Jamshedpur-831001",meta,others
Date:12/03/2018,meta,others
Place: Kolkata (Jaydeep Kumar Agarwal ),meta,others
RESUME,header,others
RESUME,header,others
DULAM SUPRAJA,meta,others
email:suprajateju.78@gmail.com,meta,others
Phone+917093574550,meta,others
Objective:,header,others
"To seek a challenging position in a reputed organization, where my analytical and communication skills can be put in for the accomplishment of organizations goals and its Continuous improvement.",content,others
Education:,header,education
Qualification,content,education
Board / University,content,education
School/College,content,education
B Tech,content,education
JNTU – A,content,education
Rajeev Gandhi Memorial College of Engineering &Technology,content,education
Intermediate,content,education
Board of Intermediate Education,content,education
Sri Venkateshwara Junior College,content,education
SSC,content,education
Board of Secondary Education,content,education
Vijaya Vani English Medium School.,content,education
Technical Skills:,header,knowledge
· M.S. office,content,knowledge
· C Language,content,knowledge
· Operating Systems,content,knowledge
· Typing skills (Lower),content,knowledge
Work Experience:,header,experience
Organisation: Dhanush Engg Services India Pvt Ltd.,content,experience
Worked as a Team Leader in BPO team and Placement Executive in Placement team.,content,experience
Job Responsibilities:,header,experience
· Handle calls from the customer or clients and provide them with a solution to their queries.,content,experience
· Given Counselling to the new students.,content,experience
· Work with senior team members to identify and manage risks.,content,experience
· Coordinating to the different companies and generating employments.,content,experience
· Organising Employers meet.,content,experience
· Organising job mela.,content,experience
· Responsible for Documentation of placement and post placement proofs.,content,experience
· Contacting clients to inform them about new developments in the company’s Products.,content,experience
· Working with Portals.,content,experience
· Searching new companies from Google..,content,experience
· Posting jobs in company website.,content,experience
· Arranging the Interviews to candidates and giving Orientation.,content,experience
· Sending Introductory mails to the new clients.,content,experience
· Building Business relationships with current and potential clients.,content,experience
· Working with MIS.,content,experience
· Generating weekly and Monthly Reports.,content,experience
Personal Details:,header,others
Name: DULAM SUPRAJA,meta,others
Father’s Name: DULAM JEEVAIAH,meta,others
Date of Birth: 04-06-1992,meta,others
Nationality: Indian,meta,others
"Languages Known: English, Hindi, Telugu,",meta,knowledge
"Contact Address:28-1598-1 RS ROAD NANDYAL VILLAGE ),NANDYAL MANDAL KURNOOL(dt), A.P",meta,others
Declaration:,meta,others
I here by declare that the above written particulars are best of my knowledge and belief.,meta,others
Place:,meta,others
Date:,meta,others
(DULAM SUPRAJA),meta,others
Page 3 of 3,meta,others
Page 1 of 3,meta,others
Vaibhav Sansare,meta,others
Phone: 9820946093 Email: vaibhav.sansare@gmail.com,meta,others
Education,header,education
Degree/Course,content,education
Year of Passing,content,education
College/University,content,education
Post Graduate Diploma in Pharma Management,content,education
"March,2007",content,education
"Mumbai University, India",content,education
B.sc (Chemistry ),content,education
"March, 2006",content,education
"Mumbai University, India",content,education
technical skills,header,knowledge
Data Base,content,knowledge
Skill,content,knowledge
"Currently working on RAVE Database, INFORM and HPQC (AZ-Medimmune)",content,knowledge
Data Management Set-up and Conduct,content,knowledge
"Worked on Oracle Clinical database, UNIX & FTP server (Pfizer – Data Acquisition)",content,knowledge
Loading of electronic data & QC of Lab Slips,content,knowledge
MS Office,content,knowledge
Skilled in MS - Office,content,knowledge
EMPLOYMENT HISTORY:,header,experience
Name of the Company,content,experience
Designation,content,experience
Address of the employer,content,experience
From,content,experience
To,content,experience
Duration,content,experience
Cognizant Technology Solutions,content,experience
Data Analyst,content,experience
"Powai, Mumbai",content,experience
July 2011,content,experience
Till date,content,experience
06 Months,content,experience
Cognizant Technology Solutions,content,experience
Jr. Data Analyst,content,experience
"Powai, Mumbai",content,experience
July 2009,content,experience
June 2011,content,experience
24 Months,content,experience
Cognizant Technology Solutions,content,experience
Trainee. Jr. Data Analyst,content,experience
"Powai, Mumbai",content,experience
July 2008,content,experience
June 2009,content,experience
12 Months,content,experience
Caliber Point Business Solutions,content,experience
Service Delivery Executive,content,experience
"Mahape, Navi Mumbai",content,experience
Oct 2007,content,experience
July 2008,content,experience
8 Months,content,experience
PROJECT DETAILS,header,project
Project Title,header,project
AZ Med Immune (Set-up & Conduct),content,experience
Project Title,header,project
Pfizer Data Acquisition,content,experience
CLIENT DESCRIPTION:,header,experience
"1) Working since Jan 2008 as a Data Loader in Clinical Data Management for ‘pfizer’ in therapeutic area of phase I, phase II and phase III.",content,experience
"2) Working since Dec 2009 as a Data Manager in Clinical Data Management for ‘Astra Zeneka-MedImmune’ in therapeutic area of phase I, phase II and phase III",content,experience
Project Experience Summary,content,experience
Client,content,experience
Project,content,experience
Domain,content,experience
Role,header,experience
Duration,content,experience
AZ Med Immune (Conduct),content,experience
Clinical Data Management,content,experience
Life Sciences,content,experience
Team Member,content,experience
(Data Management),content,experience
25 Months,content,experience
Pfizer Inc.,content,experience
Clinical Data Management,content,experience
Life Sciences,content,experience
Team Member,content,experience
(Data Acquisition),content,experience
17 Months,content,experience
ROLES AND RESPONSIBILITIES IN THE PROJECT: Pfizer CDM,content,experience
Perform data administration activities.,content,experience
Perform QC of lab slips and revert back with the findings to the client.,content,experience
Send errors if any encountered to the client.,content,experience
Follow-up and get resolutions for issues.,content,experience
Provide personal metrics to the team lead for team metrics collation.,content,experience
Adherence to Cognizant and Client SOPs.,content,experience
AD-Hoc Activities: Pfizer CDM,content,experience
Perform manual review of data listings for all modules.,content,experience
Perform the database cleaning activities prior database lock.,content,experience
ROLES AND RESPONSIBILITIES IN THE PROJECT: AZ Med Immune (Set-Up),content,experience
Develop eCRF Review Manual and eCRF Instructions (for EDC studies).,content,experience
Review EDC Core Configuration against study requirements and assess need for any amendments.,content,experience
"As applicable, prepare the mock CRF, Unique CRF casebook and annotated CRF.",content,experience
Create and maintain study Required Documents.,content,experience
Create and maintain study CRF data standard document.,content,experience
Creation of script for UAT in HPQC.,content,experience
Create and maintain project and study Data Entry Instructions.,content,experience
Perform UAT according to Validation Plan of all applicable Data Management systems.,content,experience
Create and maintain Data Management Plan.,content,experience
Create and maintain Data Review Plan.,content,experience
Maintain Data Management related operational data flows.,content,experience
ROLES AND RESPONSIBILITIES IN THE PROJECT: AZ Med Immune (Conduct),content,experience
"Implement and promote the use of consistent, efficient quality processes to meet timelines and deliverables for the site based project teams according to specifications.",content,experience
Review and action queries on an ongoing basis and update database based on the query resolutions.,content,experience
Review reports and take actions as defined in the DMP or eCRF review manual.,content,experience
Provide listings for review to study team as per the timelines defined in the DMP and process discrepancies found from reviews.,content,experience
"Perform ongoing and final consistency checks, review protocol deviation handling document and data listings to ensure that all data have been handled appropriately according to the DMP and eCRF Review Manual.",content,experience
Perform updates post database lock if any.,content,experience
Perform SAE Reconciliation between the Safety and Clinical study databases with supporting documentation. Determine whether inconsistent data points exhibit acceptable or unacceptable discrepancies.,content,experience
"Issue queries for data points that exhibit unacceptable discrepancies, including sending data correction request forms to the Client, document the status of events in a reconciliation spreadsheet, update the safety database and Update Project database with query resolutions, closing out queries.",content,experience
Support Quality control checks for the trial.,content,experience
Ensure that all Data Management activities are conducted in compliance with relevant regulatory requirements.,content,experience
"Contact with study team, CRA, CPM and DMPL if required.",content,experience
Schedule and attend Telecon Meeting with study team.,content,experience
Enter Lab Normal Ranges in Rave Data Base.,content,experience
Working on Inform Studies.,content,experience
Additional responsibilities,content,experience
Participate in knowledge sharing sessions as an when applicable.,content,experience
Ensure adherence to Cognizant and Client SOPs.,content,experience
Ensure timely submission of timesheets/ functional tracking spreadsheets.,content,experience
Performing SME role for Vaccine studies and for entering LNR in RAVE.,content,experience
Proactively attending personality development training.,content,experience
PERSONAL DETAILS:,content,experience
"Address: A/301, 3rd flr, Vinod Palace,",content,experience
"Near Panchmukhi Hanuman Mandir,",content,experience
"Near MNS office,",content,experience
"Opp. Hidusthan Bank,",content,experience
"Beturkar Pada,",content,experience
Kalyan (W),content,experience
Contact number: 9820946093,meta,others
E-mail address: vaibhav.sansare@gmail.com / sansare_vaibhav1983@rediffmail.com,meta,others
Marital status: Single,meta,others
Birth Date: 25 Nov 1983,meta,others
CURRICULUM VITTAE,header,others
Zubair Ahmed Chopdar,meta,others
"Mobile: +91 9916628911,9731332838",meta,others
Email: zubair5040@gmail.com,meta,others
"Looking for challenging duties in an expert environment that makes use of my analytical, problem-solving abilities, expertise and specialized information, for the mutual development of my career.",content,others
Skills and Attributes,header,experience
· Bachelor of Engineering in Electronics and Communication Engineering .,header,experience
· Proficient Network Engineer with total experience of 4 years,content,experience
"· Strong knowledge of internet connectivity and protocols such as TCP/IP protocol suite, OSI model.",content,knowledge
"· Good understanding of TCP ,UDP,IP,ARP,SNMP, NETFLOW,,DHCP.",content,knowledge
"· Working experience on Cisco L2/L3 Switches like: 2950, 2960, 3550, 3560 ,6500 Series.",content,experience
"· Working experience on Cisco Routers like 1841, 1905, 1921, 841ISR,819, 7206VXR, 3845, 3945, 4321,4500 Series.",content,experience
"· Configuring and Troubleshooting on Switching: VLAN, VTP, STP\RSTP, VRRP, HSRP, GLBP, LACP, PAGP",content,experience
"· Configuring & troubleshooting of Routing Protocols like EIGRP, OSPF, BGP and static routing.",content,experience
"· Configuring ACL, NAT/PAT, IPsec VPN.",content,experience
· Knowledge on ASA firewall.,header,knowledge
"· Working experience on Monitoring Tools like Spectrum CA, ITSM and BMC Remedy ticketing tool.",content,experience
· Deep understanding of troubleshooting in LAN and WAN setup.,content,experience
"· Troubleshooting on WAN technologies like, ISDN, VSAT, LTE, point to point, MPLS, T1/E1, T3/E3, and STM 1 Circuits,OUT OF BAND, POTS LINE.",content,experience
· Upgrading IOS/License on Cisco Routers and Switches.,content,experience
· Excellent in customer interactions with good interpersonal skills.,content,experience
· Knowledge on ITIL Frame-work.,content,knowledge
Profile Summary,header,experience
"· Currently working as a Network Operation Engineer in Accenture Solutions Pvt Ltd from August,2017 to till date.",content,experience
"· Worked as a Network Engineer in Dimension Data India Ltd, Bangalore from July, 2015 to August 2017.",content,experience
"· Worked as a Network Engineer with Wipro InfoTech, Bangalore from Sep, 2014 to July,2015.",content,experience
"· Worked as a Intern with Dimension Data India Ltd, Bangalore from May, 2014 to July 2014.",content,experience
· CCNA/CCNP certified (Routing and Switching).,content,experience
· CCNP-Routing completed-CISCO ID NO:CSCO12754134,content,experience
Work Experience Details,header,experience
Accenture solutions pvt ltd.,content,experience
Location: Bangalore.,content,experience
Designation: Network Operation Engineer,content,experience
Reporting: Operation Manager,content,experience
Tenure: August 2017 to till date.,content,experience
I have selected as a Network Engineer for Implementation Engineering team to provide Tier-2 support to their major client VERIZON Communication.,content,experience
My main responsibilities in this job role are:,content,experience
· Involved in implementation of client network as per the network design.,content,experience
· Implement of WAN and LAN of the customer network.,content,experience
"· Working on activities like,WAN Activation, LAN Activation,LTE Cellular, Failover Testing..",content,experience
"· Identification, troubleshooting and resolving LAN and WAN issues .",content,experience
"· Configuring and troubleshooting BGP,OSPF,EIGRP, BFD,QOS , VRF, and Static routes.",content,experience
"· Configuring and troubleshooting DMVPN,Ipsec and GRE tunnel.",content,experience
"· Configuring and troubleshooting VLAN, STP,VTP, HSRP, VRRP.Portchannel.",content,experience
"· Configuring SNMP , NETFLOW ,TACACS, upgradation of IOS.",content,experience
"· Troubleshooting on various WAN technologies like Frame-relay, Point to Point protocol, MPLS.",content,experience
· Coordinating with Field Technicians on site for assisting physical/hardware issues.,content,experience
Dimension data India ltd.,content,experience
Location: Bangalore.,content,experience
Designation: Associate Network Engineer,content,experience
Reporting: Operation Manager,content,experience
Tenure: July2015 to till date.,content,experience
I have selected as a Network Engineer for Incident Management team of Global Network Operation Center Team to provide L2 Network support to their major State Bank Group clients.,content,experience
My main responsibilities in this job role are:,content,experience
· Involved in troubleshooting and resolution of all network-related issues from production environment.,content,experience
· Working on Incidents/Tickets to resolve network connectivity issues based on SLA.,content,experience
"· Identification, troubleshooting and resolving LAN and WAN issues .",content,experience
"· Configuring and troubleshooting BGP,OSPF and Static routes.",content,experience
"· Configuring and troubleshooting VLAN, STP,VTP, HSRP and VRRP.",content,experience
"· Configuring and troubleshooting Access Lists, IPSec site to site VPN, routing and switching related issues.",content,experience
"· Troubleshooting on various WAN technologies like ISDN, VSAT, Point to Point protocol, MPLS.",content,experience
"· Monitoring data center devices, links and client site network.",content,experience
"· Coordinating with Service providers BSNL, TCL.RAILTEL, VODAFONE, and AIRTEL in order to maintain the Network stability and uptime.",content,experience
· Performing head to head testing with Telco’s to isolate trouble circuits,content,experience
"· Performing the Network Heath Check, Reporting and Documentation.",content,experience
· Involved in day to day operations with Change & Problem management by adopting ITIL industry-leading standards.,content,experience
WIPRO INFOTECH (TeCPOOL Solutions),content,experience
"Location: Bangalore, India",content,experience
Designation: Network Engineer,content,experience
Reporting: Operation Manager,content,experience
Tenure: Sep 2014 to July 2015,content,experience
· I was selected as a Network Engineer of NOC support team with objective to give primarily L1 supports to their CANARA BANK RRB client. My main responsibilities in this job role were:,content,experience
My main responsibilities in this job role are:,content,experience
· Proactively Monitoring Clients Wide Area Networks using Monitoring tools .,content,experience
"· Creating Incident Tickets on Network Alerts, timely updating of restoration activities, with respect to vendors and internal teams.",content,experience
· Troubleshooting all LAN and WAN issues.,content,experience
"· Configuring and Troubleshooting on P2P links, VSAT, MPLS. T1/E1, T3/E3 Circuits.",content,experience
"· Configuration and troubleshooting OSPF, BGP and Static routes.",content,experience
"· Configuration and troubleshooting VLAN, STP, VTP, HSRP.",content,experience
"· Configuration of IPSEC VPN, ACL’s, Port Security.",content,experience
"· Remotely handling the client Network Devices-Routers, Switches.",content,experience
· Configuration and troubleshooting of Switching and Routing protocols.,content,experience
"· Cisco IOS and bandwidth up gradation,ISP Changes, replacement of devices by co-ordination with Network Tier 2 team and with service providers.",content,experience
· Managing Datacenters and enterprise network Infrastructure of client.,content,experience
EDUCATION,header,education
· Bachelor of Engineering in Electronics and Communication Engineering.,content,experience
"VTU University,Shirdi Sai Engineering College,Bangalore",content,education
2013,content,education
PERSONAL INFORMATION,header,others
Name :Zubair Ahmed Chopdar,meta,others
Date of Birth :26thMay 1989,meta,others
Sex :Male,meta,others
Nationality :Indian,meta,others
Marital status :Single,meta,others
"Present Address :No:123,3rd floor,4th A cross,",meta,others
"Near Poornima Hospital,",meta,others
RT NAGAR,meta,others
Bangalore-560032,meta,others
State-Karanataka.,meta,others
"Permanent Address :Shivabasava Nagar 1st Cross,",meta,others
"Near Ganesh Temple,",meta,others
HAVERI-581110-KARNATAKA,meta,others
"Hobbies: Reading, Surfing, listening Music and making new friends.",meta,others
Reference : Are available on request.,meta,others
I hereby declare that the above information are true to best of my Knowledge & Belief.,meta,others
Place: Bangalore,meta,others
Date: Signature,meta,others
RESUME,header,others
Syed Imtiyaz Ahmed,meta,others
H.No. 9-4-77A122b,meta,others
"1st floor, Alhasnath colony,",meta,others
"Tolichowki, Hyderabad.",meta,others
Email: imtiyaz4india@gmail.com,meta,others
Cell: 8686807144,meta,others
CAREER OBJECTIVE,header,others
"Looking for a responsible position in a reputed organization, which recognizes and encourages my performance and gives me an opportunity to grow vertically along with it.",content,others
EDUCATIONAL QUALIFICATION:,header,education
1) B.sc computers from St.Francis degree college 2007,content,education
2) Intermediate from Narayana junior college 2004,content,education
3) S.S.C from S.Square high school. 2002,content,education
Experience:,header,experience
1. Working as a Resolution Expert in Dell International services since (28/7/2014 – 9/11/2017),content,experience
2. Worked as a Process Associate in Genpact India Limited from (05 Dec 2011 – 22/7/2014),content,experience
3. Worked as a Tele Caller in Indian Institute of Advanced Cad Technology (Jan 2010 – Aug 2011).,content,experience
Current Organization Roles and Responsibilities:,header,experience
1. Probing and understanding the issue very well.,content,experience
2. Provide remote assistance.,content,experience
"3. Troubleshoot applications, hardware resources and windows.",content,experience
"4. Installing, Client applications, antivirus, MS office, windows etc.,",content,experience
5. Diagnose after troubleshooting.,content,experience
6. Keep a note of the key steps which resolve the issue.,content,experience
7. Escalate to the next level if the issue is unresolved.,content,experience
STRENGTH:,header,knowledge
· Hardworking nature.,content,knowledge
· Positive attitude.,content,knowledge
Weakness:,header,others
· I Believe people easily.,content,others
· Cannot lie instantly.,content,others
PERSONAL PROFILE:,header,others
Date of Birth : 10-06-1989,meta,others
Father’s Name : Syed Yousuf,meta,others
"Occupation : Govt, Employee in Revenue Department",meta,others
Nationality : Indian,meta,others
Religion : Muslim,meta,others
Gender : Male,meta,others
Marital status : Un-married,meta,others
"Languages Known: English, Hindi, Telugu and urdu",meta,knowledge
(SYED IMTIYAZ AHMED),meta,others
Date:-,meta,others
Place:- Hyderabad,meta,others
RESUME,meta,others
Syed Imtiyaz,meta,others
Ahmed,meta,others
H.No. 9,meta,others
-,meta,others
4,meta,others
-,meta,others
77,meta,others
A,meta,others
122b,meta,others
1,meta,others
st,meta,others
"floor, Alhasnath colony,",meta,others
"Tolichowki, Hyderabad.",meta,others
Email: imtiyaz4india@gmail.com,meta,others
Cell:,meta,others
8686807144,meta,others
CAREER OBJECTIVE,header,others
"Looking for a responsible position in a reputed organization, which",content,others
recognizes and encourages my performance and gives me an opportunity,content,others
to grow,content,others
vertically along,content,others
with it.,content,others
EDUCATIONAL QUALIFICATION:,header,education
1),content,education
B.sc computers from St.,content,education
Francis degree college,content,education
2007,content,education
2),content,education
Intermediate from Narayana junior college,content,education
2004,content,education
3),content,education
S.S.C from,content,education
S.Square high,content,education
school.,content,education
200,content,education
2,content,education
Experience,header,experience
:,meta,others
1.,content,experience
Working as,content,experience
a,content,experience
Resolution Expert,content,experience
in Dell International services,content,experience
since (28/7/2014,content,experience
–,meta,others
9/11/2017,content,experience
),meta,others
2.,content,experience
Worked as a,content,experience
Process Associate,content,experience
in Genpact India Limited from (05,content,experience
Dec 2011,content,experience
–,meta,others
22/7/2014),content,experience
3.,content,experience
Worked as a,content,experience
Tele Caller,content,experience
in,content,experience
Indian Institute of Advanced Cad,content,experience
Technology (Jan 20,content,experience
10,content,experience
–,meta,others
Aug 2011).,content,experience
Current,content,experience
Organization,content,experience
Roles and,content,experience
Responsibilities,header,experience
:,meta,others
1.,content,experience
Probing and understanding the issue very well.,content,experience
2.,content,experience
Provide remote assistance.,content,experience
3.,content,experience
"Troubleshoot applications, hardware resources and windows.",content,experience
4.,content,experience
Installing,content,experience
", Client applications, antivirus, MS office",content,experience
", windows etc.,",content,experience
5.,content,experience
Diagnose after troubleshooting.,content,experience
6.,content,experience
Keep a note of the key steps which,content,experience
resolve,content,experience
the issue.,content,experience
7.,content,experience
Escalate to the,content,experience
next level if the issue is unresolved.,content,experience
docPropsthumbnail.emf,content,experience
RESUME,header,others
Syed Imtiyaz Ahmed,content,experience
H.No. 9-4-77A122b,content,experience
1,content,experience
st,content,experience
"floor, Alhasnath colony,",content,experience
"Tolichowki, Hyderabad.",content,experience
Email: imtiyaz4india@gmail.com,content,experience
Cell: 8686807144,content,experience
CAREER OBJECTIVE,content,experience
"Looking for a responsible position in a reputed organization, which",content,experience
recognizes and encourages my performance and gives me an opportunity,content,experience
to grow vertically along with it.,content,experience
EDUCATIONAL QUALIFICATION:,header,education
1) B.sc computers from St.Francis degree college 2007,content,education
2) Intermediate from Narayana junior college 2004,content,education
3) S.S.C from S.Square high school. 2002,content,education
Experience:,header,experience
1. Working as a Resolution Expert in Dell International services,content,experience
since (28/7/2014 – 9/11/2017),content,experience
2. Worked as a Process Associate in Genpact India Limited from (05,content,experience
Dec 2011 – 22/7/2014),content,experience
3. Worked as a Tele Caller in Indian Institute of Advanced Cad,content,experience
Technology (Jan 2010 – Aug 2011).,content,experience
Current Organization Roles and Responsibilities:,header,experience
1. Probing and understanding the issue very well.,content,experience
2. Provide remote assistance.,content,experience
"3. Troubleshoot applications, hardware resources and windows.",content,experience
"4. Installing, Client applications, antivirus, MS office, windows etc.,",content,experience
5. Diagnose after troubleshooting.,content,experience
6. Keep a note of the key steps which resolve the issue.,content,experience
7. Escalate to the next level if the issue is unresolved.,content,experience
GAYATHRI KANNABIRAN,meta,others
"No: 12 A, G-1,Bhabha Flats,",meta,others
Mobile: +91-9500445075,meta,others
"LIC colony, 3rd Cross Street",meta,others
Email ID: Gayathrikannabiran0@gmail.com,meta,others
"Pammal, Chennai 600075.",meta,others
Objective,header,others
"Looking forward for a platform to utilize my gained experience, which would benefit my career and enhance my skills to reflect on the organization.",content,others
Professional Summary,header,experience
Organization:,header,experience
Capgemini India Pvt. Ltd,content,experience
Designation:,header,experience
Process Associate – F & A – OTC,content,experience
Year:,header,experience
October 2016 – December 2018,content,experience
Roles and Responsibilities in Capgemini,content,experience
· Handling Disputes Management process under Accounts Receivable,content,experience
· Analysing the customer query and provides the best solution to resolve the query,content,experience
· Researching and resolving the issues and follows up till the resolution.,content,experience
· Ensure 100% to deliverables on timely manner.,content,experience
· Have been a SPOC for three Apac regions to manage the urgent emails,content,experience
· Handled the New Zealand regions volume individually and achieved the CSL,content,experience
· Managing all types of Invoice Adjustment on customer’s dispute,content,experience
· Maintain and validate customer information on the database.,content,experience
Highlight in the Present Organization,content,experience
· Have obtained a star of the month award for the four consecutive months,content,experience
"· Taken the cross country training, to know about all the work flows in the process",content,experience
· Have trained the other agents in the expertise topic,content,experience
· I managed my team to give the productivity count,content,experience
